recommend,age,company_aware,malfunction,multi_purch,SES,social_media
1,44,F,F,T,low,T
0,32,T,T,T,mid,T
0,47,T,F,T,low,T
0,40,F,F,F,mid,F
0,37,T,F,F,low,T
0,43,F,F,F,mid,F
0,29,F,F,F,high,T
0,20,T,F,F,high,T
1,27,T,F,T,mid,T
0,28,T,F,F,low,T
0,48,T,F,F,mid,T
0,27,T,F,F,low,T
1,19,T,F,F,mid,T
0,56,F,F,F,high,F
0,37,F,F,F,mid,T
0,25,T,F,F,high,T
0,57,T,F,F,high,T
0,21,T,F,F,low,T
1,34,T,F,T,low,T
0,58,T,F,F,low,F
1,18,F,F,T,low,T
0,64,T,F,T,mid,T
0,64,T,F,T,low,F
0,66,F,F,T,low,F
0,35,T,F,F,mid,T
0,47,T,T,T,low,T
1,21,T,F,T,high,T
1,29,F,F,T,high,T
0,47,F,F,F,high,T
0,23,T,F,F,high,T
0,27,T,F,F,high,T
0,47,F,F,F,mid,T
1,20,T,F,F,low,T
0,60,F,F,F,low,F
0,23,F,F,F,high,T
0,26,T,F,F,low,T
1,25,F,F,T,mid,T
0,34,T,T,F,high,T
0,32,F,T,F,high,T
0,27,T,F,F,mid,T
0,27,F,F,F,low,T
1,33,T,F,T,high,T
0,31,F,T,T,low,F
1,73,T,F,T,low,F
0,52,T,T,F,low,F
0,50,T,F,F,mid,T
0,81,F,T,F,high,F
0,56,T,F,F,mid,T
1,38,T,F,T,low,T
1,22,T,F,F,low,T
0,37,F,F,F,mid,F
0,62,T,F,F,mid,F
1,21,T,F,T,low,T
0,40,F,F,F,mid,F
0,32,T,F,F,high,T
0,46,T,F,F,mid,F
0,39,T,F,F,low,F
0,43,T,T,T,low,T
1,51,T,F,T,high,T
1,40,T,F,F,high,T
0,31,T,F,F,low,T
0,37,F,F,F,mid,T
0,50,T,T,T,high,F
0,60,F,T,F,high,F
0,25,F,F,F,mid,T
1,46,T,F,T,low,T
0,54,F,F,F,mid,F
0,78,F,F,F,high,F
0,28,T,F,F,mid,T
0,19,T,T,T,mid,T
0,44,F,F,F,mid,T
0,30,T,T,T,low,T
0,31,F,F,F,high,T
0,56,F,F,F,low,F
1,20,T,T,T,low,T
1,24,F,F,T,low,T
0,41,F,F,F,low,T
1,48,F,F,T,mid,F
1,52,T,F,T,low,T
1,22,T,F,T,high,T
1,40,F,F,T,mid,F
0,33,F,F,F,high,T
0,27,T,T,F,high,T
0,43,T,F,F,mid,T
0,29,F,F,F,high,T
0,45,T,F,F,mid,F
0,24,T,F,F,high,T
1,31,F,F,F,mid,T
0,67,T,F,F,low,F
0,66,F,T,T,low,T
1,26,F,F,F,high,T
1,62,F,F,F,high,F
1,31,F,F,T,low,T
1,32,T,F,T,low,T
0,36,T,F,F,mid,T
1,20,F,F,T,high,T
1,28,T,F,F,high,T
0,60,T,T,F,low,F
1,27,T,F,T,high,T
0,60,F,F,F,mid,F
1,32,T,F,T,high,T
1,40,F,F,T,low,T
0,36,F,T,T,high,T
0,35,F,F,F,mid,F
0,36,T,F,F,mid,F
0,50,F,F,F,mid,T
1,26,F,F,T,low,T
1,46,T,F,T,low,F
0,34,F,F,F,low,T
0,31,F,F,F,mid,T
1,18,T,F,T,low,T
1,21,F,F,T,high,F
1,33,F,F,F,mid,F
0,53,T,F,F,high,T
0,27,F,F,T,high,T
0,55,F,T,T,mid,T
0,52,T,T,T,mid,T
0,21,T,F,F,low,T
0,20,F,F,F,high,T
1,53,F,F,T,low,F
0,25,T,F,F,mid,T
0,67,T,F,F,low,T
0,27,T,F,F,high,T
0,26,F,F,F,low,T
1,39,F,F,F,mid,T
0,64,T,T,F,low,F
1,27,T,F,F,high,T
0,41,F,F,F,mid,T
0,31,T,T,F,high,T
1,64,F,F,T,low,F
0,26,T,F,F,mid,T
0,52,F,F,F,high,F
0,53,T,T,T,mid,T
0,37,T,T,T,low,F
0,22,T,F,F,high,T
0,55,T,F,F,high,F
0,61,F,F,T,mid,T
1,28,T,F,T,high,T
0,63,F,F,F,low,F
0,25,T,T,F,low,T
0,19,T,F,T,mid,T
1,21,F,F,F,low,T
0,51,T,F,F,high,T
1,40,F,F,F,low,T
0,22,T,F,F,low,T
0,59,F,F,F,low,T
0,35,F,F,F,low,F
0,41,T,F,F,high,F
1,25,T,F,T,low,T
0,46,T,F,F,high,F
0,53,T,F,F,mid,T
0,53,T,F,F,mid,T
1,44,F,F,T,mid,T
0,39,T,F,F,mid,T
1,21,F,F,T,low,T
1,37,T,F,T,low,T
1,33,F,F,F,low,F
0,57,T,F,T,mid,T
0,37,T,T,F,mid,T
0,52,T,F,F,mid,T
0,42,T,F,T,low,T
0,48,T,F,F,low,T
0,33,F,F,F,mid,T
1,72,F,F,T,mid,F
0,23,T,F,F,mid,T
1,31,T,F,T,low,T
0,45,T,F,F,high,T
1,24,T,F,F,low,T
0,35,F,F,F,high,T
1,28,T,F,F,mid,T
0,72,T,F,F,low,F
0,55,F,F,F,low,T
0,37,T,T,F,high,T
0,41,T,T,F,mid,T
0,18,F,F,T,high,T
0,26,T,F,T,high,T
1,31,T,F,T,low,T
1,54,F,F,T,mid,F
0,23,T,T,T,low,T
0,21,F,F,F,mid,T
0,30,T,T,F,low,T
0,47,T,F,F,low,T
0,23,T,F,F,mid,T
0,41,T,F,F,high,T
1,35,F,F,T,low,T
0,49,T,F,T,high,T
1,40,T,F,T,low,T
0,24,T,T,F,high,T
0,33,F,T,T,low,T
0,32,T,F,T,mid,T
0,46,T,F,F,high,T
1,36,F,F,T,low,T
1,36,F,F,F,mid,F
1,27,F,F,F,high,T
0,54,F,F,F,low,F
0,23,T,F,F,high,T
1,39,T,F,T,low,T
1,34,F,F,T,mid,T
1,43,T,F,T,low,T
0,39,F,F,F,low,T
1,53,T,F,T,high,F
1,24,T,F,T,low,T
1,76,T,F,T,low,F
1,59,T,F,T,high,F
0,47,T,T,F,mid,F
0,40,T,F,F,low,T
0,38,T,T,T,high,T
0,28,T,T,F,mid,T
1,38,F,F,T,high,T
1,62,F,F,T,mid,F
0,53,F,F,F,high,T
0,29,T,T,F,high,T
0,51,F,F,F,low,T
1,35,F,F,T,mid,T
0,43,F,T,F,low,T
0,27,F,T,T,low,T
0,28,T,F,F,mid,T
1,44,F,F,F,low,F
0,61,F,F,F,mid,F
0,36,T,F,F,low,T
0,31,F,T,F,high,T
0,25,T,F,F,low,T
1,36,T,F,T,low,T
0,59,T,F,F,mid,T
0,37,T,F,F,high,T
1,29,T,F,T,low,T
0,40,T,F,T,mid,F
1,24,F,F,T,high,T
1,25,F,F,T,high,T
1,19,T,F,T,mid,T
0,72,F,T,T,mid,F
1,23,T,F,F,low,T
0,36,F,F,F,high,T
0,34,F,F,F,low,T
1,19,T,F,T,mid,T
1,25,T,F,T,low,T
0,44,T,F,F,low,T
0,58,T,F,F,high,F
0,24,T,T,F,high,T
1,23,F,F,T,mid,T
1,54,T,F,T,high,T
0,26,F,F,F,low,T
1,45,T,F,T,high,F
0,41,F,F,F,high,F
0,20,F,F,F,high,T
0,25,F,F,F,mid,T
1,67,T,F,T,low,F
0,29,F,F,F,low,T
0,53,F,F,T,low,T
0,46,T,F,F,high,F
0,34,T,T,T,low,T
0,53,T,F,T,low,F
1,26,T,F,T,mid,T
0,42,T,F,F,mid,T
0,40,T,T,F,high,T
0,50,F,T,F,high,T
0,49,F,F,F,low,T
0,30,F,F,F,mid,T
1,24,F,F,T,low,T
0,36,T,F,F,low,T
0,37,T,T,F,mid,T
0,29,T,F,T,low,T
0,46,T,F,F,mid,T
0,57,F,F,F,mid,F
0,22,T,F,F,high,T
0,46,T,F,F,low,T
1,36,T,F,T,low,T
1,39,F,F,F,mid,T
1,39,F,F,F,low,T
1,25,F,F,T,high,T
0,46,T,T,F,mid,T
1,24,F,F,F,low,T
0,24,T,T,F,high,T
1,41,T,F,T,high,F
1,46,T,F,T,low,T
0,22,F,F,F,low,T
0,46,T,F,F,mid,T
0,56,T,F,F,low,T
0,38,F,T,F,mid,T
0,29,F,F,F,low,T
0,37,T,F,F,mid,T
0,56,F,F,F,mid,F
0,39,T,F,F,mid,T
0,52,T,F,F,mid,F
0,53,T,F,T,high,T
0,67,T,F,F,low,F
0,69,T,F,F,mid,T
0,81,T,F,F,mid,F
0,41,T,T,T,mid,F
0,31,F,F,F,high,T
0,39,T,F,F,mid,T
0,33,T,F,T,mid,T
0,47,F,T,F,low,T
0,53,T,F,F,low,T
1,46,F,F,T,low,F
0,68,T,F,F,mid,F
0,37,T,F,F,mid,T
0,32,F,F,F,high,T
0,21,F,T,F,mid,T
0,47,F,F,F,high,F
1,26,T,F,F,mid,T
0,31,F,F,F,low,T
0,59,T,F,F,high,T
0,36,T,F,F,low,F
1,19,T,F,F,low,T
0,19,T,F,F,low,T
0,31,T,F,F,low,F
0,30,T,T,F,mid,F
0,32,T,F,F,mid,T
0,25,F,T,T,mid,T
0,22,T,F,F,mid,T
1,28,T,F,T,low,T
0,45,F,F,F,high,F
0,33,T,F,F,high,T
1,29,F,F,T,low,F
0,34,T,T,F,low,T
0,40,T,T,F,low,T
0,47,F,F,F,mid,T
0,23,T,F,F,high,T
1,27,T,F,T,high,T
0,23,T,T,F,mid,T
0,32,T,F,F,mid,F
0,51,T,F,F,low,T
0,60,F,F,F,mid,F
0,54,F,F,F,high,F
0,44,F,F,F,low,F
0,21,F,F,F,mid,T
1,28,T,F,T,low,T
0,61,T,F,F,mid,F
0,64,T,F,F,high,F
0,39,F,F,F,mid,T
1,37,T,F,F,low,T
1,50,T,F,T,mid,T
0,37,F,F,F,low,T
0,37,F,F,F,low,T
0,54,T,T,F,low,F
0,66,F,T,F,high,F
1,32,F,F,T,low,T
0,51,F,F,F,low,F
0,22,T,F,F,high,T
0,46,T,T,F,low,F
0,27,T,F,F,mid,T
0,66,T,F,F,mid,T
0,36,F,F,F,low,F
1,44,T,F,T,mid,T
1,69,T,F,T,high,F
0,32,F,F,F,low,F
1,34,T,F,T,mid,T
1,36,T,F,T,low,T
1,56,F,F,T,mid,T
0,18,F,F,F,low,T
0,33,F,F,F,low,F
1,42,T,F,T,high,F
1,33,T,F,T,mid,T
0,27,T,T,F,high,T
1,57,T,F,T,mid,T
1,31,F,F,T,mid,T
0,20,T,F,F,low,T
0,47,T,F,F,mid,F
1,39,T,F,F,mid,T
0,66,F,F,F,high,F
0,52,T,F,F,high,T
0,45,F,F,F,mid,F
0,26,F,F,F,high,T
0,71,T,F,F,high,F
1,19,T,F,F,mid,T
0,47,T,F,F,mid,F
1,55,T,F,F,low,F
0,36,T,T,F,high,T
0,33,T,F,F,low,T
0,37,F,F,F,low,T
1,33,T,F,T,mid,T
0,39,T,F,F,low,F
0,41,T,F,F,mid,T
0,26,F,F,F,low,T
0,53,F,F,F,mid,F
0,43,T,F,F,high,F
1,59,F,F,T,mid,T
0,28,F,F,F,low,T
0,46,T,F,F,high,T
0,25,T,F,F,high,T
0,45,T,T,F,mid,F
0,70,T,F,T,low,F
0,32,F,F,F,high,T
0,40,T,F,F,mid,T
0,25,F,F,T,mid,T
1,25,T,F,T,high,T
1,65,T,F,T,low,F
0,63,F,T,T,high,F
1,40,T,F,T,high,F
0,48,T,F,F,high,F
0,37,F,F,F,high,T
0,55,T,T,F,low,T
0,39,T,F,T,low,T
0,37,T,F,F,low,F
0,35,T,F,F,mid,T
0,46,F,T,F,low,T
0,41,F,F,F,mid,T
1,29,T,F,T,low,T
0,18,F,F,F,mid,T
0,59,T,F,F,high,F
1,20,T,F,T,mid,T
0,35,T,F,F,mid,F
0,53,F,F,F,mid,T
0,48,T,F,F,low,F
0,38,T,F,F,mid,T
1,20,F,F,T,low,T
0,30,T,F,T,mid,T
0,31,F,F,F,low,T
0,29,T,F,T,mid,T
1,34,T,F,T,high,T
0,38,F,F,F,mid,F
0,48,T,F,F,low,T
1,26,T,F,T,mid,T
0,25,F,F,F,high,T
0,33,T,T,F,mid,T
0,57,T,F,F,low,F
0,21,F,F,F,mid,T
1,37,T,F,T,high,T
1,50,F,F,T,high,F
0,47,F,F,F,high,F
0,31,T,F,F,low,T
0,69,F,F,F,mid,T
0,34,T,F,F,low,F
0,35,T,F,F,low,T
1,23,T,F,F,low,T
0,22,T,F,F,mid,T
1,39,F,F,T,mid,T
0,34,T,F,F,mid,F
0,22,T,F,F,high,T
1,19,T,F,F,low,T
1,24,F,F,F,mid,T
1,20,F,F,F,high,T
1,20,T,F,F,mid,T
1,52,F,F,T,mid,F
1,31,T,F,F,mid,F
0,52,T,T,F,mid,F
0,64,F,T,F,low,F
1,38,F,F,F,mid,T
0,31,F,F,T,high,T
0,59,T,T,F,mid,T
0,44,T,T,F,high,F
0,29,F,F,F,high,T
0,23,F,F,F,low,T
1,27,F,F,F,high,T
0,24,F,T,T,high,T
0,45,F,F,F,low,T
0,40,F,F,F,low,T
0,58,T,F,T,high,F
0,29,F,F,T,high,T
1,45,F,F,T,low,T
1,63,T,F,T,mid,F
0,29,T,T,F,low,T
0,30,T,F,F,low,T
0,34,T,F,F,low,T
0,25,F,F,F,mid,T
0,48,F,F,F,low,T
0,21,F,F,F,high,T
0,46,F,F,F,high,T
0,58,F,F,F,high,F
0,40,F,F,F,high,T
0,22,T,F,F,mid,T
0,34,F,F,F,mid,T
0,40,F,F,F,mid,T
0,35,F,F,T,high,T
0,20,T,F,F,mid,F
0,55,T,T,F,low,T
0,43,T,F,F,high,T
1,38,T,F,T,high,T
0,37,T,F,T,mid,T
0,32,T,T,F,high,T
0,49,F,T,T,high,T
1,27,T,F,F,high,T
0,43,T,F,F,high,T
1,54,T,F,T,mid,T
0,50,T,F,F,low,F
1,23,F,F,T,low,T
0,29,T,F,F,mid,T
1,32,F,F,T,high,F
0,56,F,F,F,mid,F
0,42,F,F,F,low,T
1,30,F,F,T,low,T
1,20,T,F,T,high,T
1,39,F,F,T,low,T
0,44,T,T,F,high,T
0,55,F,F,F,high,T
1,19,T,F,T,low,T
1,29,T,F,T,high,T
0,26,T,F,F,mid,T
0,49,T,F,T,mid,T
1,38,T,F,T,high,T
0,38,F,F,F,high,T
0,32,T,F,F,low,T
1,20,F,F,T,mid,T
1,38,T,F,F,low,T
0,46,T,T,F,low,T
0,38,T,T,T,low,F
0,46,T,F,T,mid,T
0,32,T,F,F,low,T
0,52,F,F,F,high,F
1,21,F,F,F,mid,T
0,43,F,F,F,high,T
0,32,T,F,F,high,T
1,19,F,F,F,low,T
1,37,T,F,F,high,F
1,42,T,F,T,high,T
0,45,F,F,T,high,T
0,54,F,T,F,mid,F
0,36,T,F,F,high,T
0,40,F,F,F,mid,T
1,35,T,F,F,mid,T
0,25,F,F,F,mid,T
0,27,F,F,F,mid,T
1,33,T,F,F,mid,T
0,28,F,F,F,high,T
0,44,T,T,T,low,T
0,25,T,F,F,low,T
0,40,T,T,F,low,T
0,36,T,F,T,mid,F
0,42,T,F,F,high,T
0,27,F,T,T,mid,T
0,56,F,F,F,mid,T
0,48,F,F,T,low,T
1,36,F,F,F,mid,T
0,49,T,F,F,high,T
0,23,T,F,T,mid,T
0,26,T,F,F,mid,T
0,45,F,F,F,high,T
0,33,F,F,F,mid,T
1,37,F,F,T,low,T
0,73,T,F,F,high,F
0,38,F,F,F,mid,T
1,40,T,F,T,low,F
0,46,F,T,T,mid,T
0,19,T,F,T,high,T
0,34,F,T,F,high,T
0,27,T,F,F,low,T
0,34,T,T,F,low,F
0,39,T,F,F,low,T
1,26,F,F,F,low,T
0,46,F,F,F,high,T
0,31,T,T,F,high,F
0,45,F,F,F,high,T
0,43,F,F,T,high,F
1,23,T,F,T,low,T
0,58,F,F,F,low,T
0,30,F,F,F,high,T
0,33,T,F,F,low,T
0,53,T,F,F,low,T
0,40,T,F,F,low,T
1,30,T,F,T,mid,T
0,22,F,F,F,low,T
0,32,F,T,F,high,T
1,33,T,F,T,low,T
1,26,F,F,T,high,T
0,18,F,T,F,low,T
1,20,F,F,F,high,T
0,32,T,F,T,high,T
0,32,T,F,T,high,T
1,36,F,F,F,high,T
0,48,F,F,T,high,T
0,27,T,F,F,low,T
0,22,T,T,F,low,T
0,35,F,F,F,low,T
0,66,T,F,F,high,F
1,37,F,F,T,low,T
0,47,T,F,F,high,T
0,43,T,F,T,mid,T
0,27,F,F,F,low,T
1,24,F,F,T,mid,T
0,49,T,F,F,high,T
0,31,T,F,F,low,T
0,60,F,F,F,mid,T
0,25,T,F,F,high,T
0,34,T,F,T,low,T
0,25,T,F,F,high,F
0,75,T,F,F,mid,F
0,44,F,T,F,low,F
0,66,T,F,T,high,F
1,34,T,F,T,high,T
0,58,T,F,F,low,F
1,45,F,F,F,high,T
0,43,T,F,F,mid,F
0,22,F,F,F,high,T
0,40,F,F,F,mid,T
0,27,F,F,T,mid,T
0,46,F,F,F,high,T
0,39,F,F,F,high,T
0,38,T,F,F,low,T
1,29,T,F,F,mid,T
0,54,T,F,F,low,F
0,39,T,F,F,high,F
0,40,T,F,F,high,F
0,37,T,F,F,mid,F
1,31,T,F,T,high,T
0,25,F,T,F,mid,T
0,56,F,F,F,mid,F
0,37,T,F,F,high,T
0,25,T,T,F,low,T
0,39,F,F,F,mid,T
1,31,F,F,T,low,T
0,34,T,F,F,low,F
0,50,F,F,F,mid,F
0,21,T,F,F,high,T
0,67,T,F,F,high,T
0,49,T,T,T,low,T
0,35,T,T,T,high,T
0,21,F,F,F,mid,T
0,33,F,F,F,low,T
1,39,T,F,F,mid,T
0,24,T,F,F,high,T
1,29,T,F,T,high,T
0,34,F,F,F,low,T
0,35,F,T,F,high,T
0,53,T,F,F,high,T
0,57,T,T,F,low,F
0,21,F,F,F,low,T
1,39,F,F,F,low,T
0,61,T,F,F,mid,F
0,26,F,F,F,low,T
0,54,F,F,T,low,F
0,36,T,F,F,mid,T
1,39,T,F,T,low,T
1,20,T,F,T,high,T
0,49,F,F,F,high,T
0,27,F,F,F,mid,T
0,24,T,F,F,high,T
0,42,F,F,F,low,T
1,21,T,F,T,mid,T
1,42,F,F,T,high,F
1,56,T,F,T,high,T
0,70,F,F,F,mid,F
0,33,T,F,F,high,T
0,46,T,F,F,high,T
0,25,F,F,F,mid,T
0,33,T,T,T,mid,T
0,25,T,F,F,mid,T
0,45,T,T,T,low,F
0,57,T,F,F,high,T
0,41,F,F,F,mid,T
0,66,T,F,F,low,F
1,36,T,F,T,mid,F
0,39,T,T,F,low,F
0,31,F,F,F,low,T
1,31,T,F,T,high,T
0,40,T,T,T,high,T
0,26,T,T,F,low,T
0,27,F,F,F,high,T
0,66,F,F,T,mid,F
0,49,F,F,F,high,T
1,25,T,F,F,low,T
0,23,T,F,F,low,T
0,23,T,F,F,high,T
0,39,F,F,F,mid,T
0,30,T,F,F,mid,T
0,47,T,F,F,low,T
1,21,T,F,T,mid,T
0,28,F,F,F,low,T
0,29,T,T,T,low,T
0,39,T,F,F,high,T
1,71,F,F,F,mid,F
1,31,F,F,F,high,T
1,33,T,F,T,mid,T
1,24,T,F,F,high,T
1,35,F,F,F,mid,F
0,35,F,F,F,high,T
1,19,F,F,F,mid,T
0,32,T,T,T,low,T
0,54,T,F,F,high,T
0,46,F,F,F,high,T
1,43,T,F,T,high,T
1,29,F,F,T,mid,T
0,57,F,F,F,mid,F
0,53,F,F,T,low,F
1,27,T,F,T,mid,T
0,67,T,F,T,mid,T
1,33,F,F,T,high,T
0,52,T,F,F,mid,F
0,24,T,F,F,mid,T
1,59,F,F,T,low,T
0,36,T,F,F,low,T
0,49,T,F,F,high,F
0,24,F,F,F,high,T
0,58,T,F,T,high,T
0,53,F,F,F,low,F
0,37,T,F,F,mid,T
0,31,F,F,F,low,T
0,60,T,F,F,mid,T
0,29,F,F,F,mid,T
0,37,F,F,F,high,T
0,23,T,F,F,high,T
1,24,T,F,T,low,T
0,36,F,F,F,mid,F
1,36,T,F,T,high,T
1,28,F,F,T,low,T
0,40,F,F,F,mid,T
0,41,F,F,F,mid,T
0,23,T,F,F,low,T
0,29,T,T,F,mid,T
0,76,F,F,F,mid,F
0,50,F,F,F,mid,F
0,45,T,F,F,high,T
0,22,T,F,F,low,T
1,41,F,F,T,mid,T
0,44,F,F,F,low,T
1,22,F,F,T,mid,T
0,19,F,T,T,low,T
0,47,F,F,T,mid,T
1,32,T,F,T,high,T
0,32,F,F,F,mid,T
0,26,T,F,F,high,T
1,44,T,F,T,low,T
0,54,T,F,F,mid,T
0,19,F,F,F,mid,T
0,61,T,F,F,low,F
0,42,F,F,F,mid,T
0,52,T,T,F,high,T
0,45,F,F,F,mid,F
0,31,F,F,F,low,T
0,54,T,F,F,low,T
0,30,T,F,F,mid,T
1,33,F,F,F,high,T
0,19,T,F,F,low,T
0,57,T,F,F,high,T
1,30,F,F,T,low,T
0,47,F,F,F,low,F
0,36,F,F,F,low,T
1,46,T,F,T,mid,T
0,38,T,F,F,low,T
0,56,T,F,F,low,F
0,24,T,F,F,high,T
1,45,T,F,T,low,T
0,20,T,F,F,high,T
0,25,T,F,F,low,T
0,35,F,T,T,mid,T
0,54,T,F,F,high,T
0,64,F,F,F,mid,F
0,35,T,F,F,low,T
0,38,T,F,F,low,T
0,26,F,F,F,low,F
0,25,T,F,F,high,T
1,26,T,F,T,mid,T
0,29,T,F,F,low,T
0,64,T,F,F,mid,T
0,38,F,T,T,low,T
0,46,T,F,F,high,T
0,26,F,F,F,low,F
0,84,F,F,F,high,F
0,32,F,T,T,mid,T
0,31,F,F,F,low,T
0,47,T,F,T,mid,T
0,30,T,T,F,low,F
0,32,F,F,F,high,T
1,18,F,F,F,mid,T
0,39,F,F,F,high,F
0,28,F,F,F,high,T
1,42,F,F,T,high,T
0,24,F,T,F,mid,T
0,65,F,F,F,high,F
0,44,T,F,F,mid,T
0,35,T,F,F,low,T
0,26,F,F,F,low,T
0,56,T,F,F,high,T
0,27,T,F,F,low,T
0,27,T,F,F,mid,T
0,53,F,F,F,low,F
0,23,T,F,F,mid,T
0,51,T,F,F,mid,F
0,55,T,F,T,mid,F
1,56,F,F,T,high,F
0,31,F,F,F,low,F
0,30,F,F,F,mid,T
1,23,F,F,T,high,T
0,54,F,F,F,low,F
0,41,T,T,F,mid,T
0,49,F,F,F,high,F
0,65,T,F,F,high,T
1,42,T,F,T,mid,F
1,53,T,F,F,low,T
0,40,T,F,F,high,F
0,62,T,F,T,high,F
1,20,T,F,T,mid,T
1,26,T,F,F,mid,T
0,25,F,F,F,mid,T
1,24,T,F,F,low,T
0,70,T,F,F,mid,F
0,30,T,F,F,mid,T
1,38,T,F,F,mid,T
0,38,F,F,F,high,T
0,30,F,F,F,low,T
1,32,F,F,F,low,T
1,42,F,F,T,mid,T
0,71,F,F,F,mid,F
1,44,T,F,T,mid,T
1,38,T,F,T,low,T
0,58,T,F,F,low,T
0,45,T,F,F,low,T
1,48,T,F,F,mid,F
0,31,T,T,F,mid,T
0,22,T,F,F,low,T
0,21,T,F,F,mid,T
1,43,F,F,T,high,F
0,31,F,F,T,mid,T
0,35,F,F,F,mid,T
0,57,T,F,F,high,F
0,62,F,T,F,low,F
0,43,F,T,F,high,T
0,41,T,F,F,mid,T
0,44,F,T,T,mid,T
0,24,F,F,F,low,T
0,67,F,F,T,mid,F
1,52,F,F,T,low,F
1,22,T,F,F,high,T
1,20,F,F,T,high,T
0,54,F,T,T,low,T
0,22,T,F,F,low,T
0,35,T,F,F,mid,T
1,55,F,F,T,low,F
0,28,T,F,F,high,T
1,36,F,F,T,mid,F
1,46,F,F,T,mid,F
0,37,T,F,F,mid,T
0,29,T,F,F,mid,T
1,25,F,F,T,low,T
1,25,T,F,T,high,T
0,35,T,T,F,low,T
0,57,T,F,F,high,F
1,30,T,F,T,high,F
1,24,T,F,T,mid,T
0,61,F,T,F,low,F
0,59,F,F,F,high,T
0,30,F,F,F,mid,T
0,68,T,F,F,mid,F
0,35,F,F,F,low,T
0,37,F,F,F,low,T
0,34,T,F,F,low,F
0,44,T,F,T,high,T
0,45,T,F,F,low,F
0,44,T,T,F,mid,T
0,30,T,F,F,high,T
1,20,T,T,F,low,T
0,52,T,F,F,high,T
1,21,T,F,F,low,T
1,21,T,F,T,mid,T
0,19,T,F,F,high,T
0,40,T,F,F,high,F
0,57,F,F,F,high,T
1,38,T,F,T,high,T
0,34,T,T,F,mid,F
0,49,F,F,F,low,T
0,34,F,T,F,mid,T
1,64,T,F,T,high,F
0,54,T,F,F,mid,T
0,49,T,F,F,mid,F
0,51,T,F,F,high,T
1,21,T,F,F,low,T
1,41,T,F,T,high,F
1,65,T,F,T,low,F
0,28,T,F,F,low,T
0,27,F,F,F,high,T
0,52,T,T,T,mid,T
0,51,F,F,F,low,T
0,45,F,F,F,low,T
1,32,T,F,T,low,T
0,47,T,F,F,high,T
0,29,T,F,F,mid,T
0,23,F,T,F,mid,T
0,32,T,F,F,low,T
1,38,T,F,T,mid,T
0,41,F,F,F,high,T
1,27,T,F,T,low,T
0,43,F,F,F,mid,T
0,44,F,F,T,high,T
1,19,T,F,F,mid,T
0,34,T,F,F,mid,T
0,19,T,T,T,high,T
0,27,T,F,F,mid,T
0,73,F,F,F,mid,F
0,36,F,T,T,low,T
0,46,T,F,F,mid,T
0,46,T,F,T,mid,T
0,34,F,F,F,low,F
1,38,T,F,T,low,T
0,40,T,F,F,mid,T
1,38,T,F,T,low,T
0,41,F,T,F,mid,T
0,58,F,F,F,high,T
0,41,T,T,F,high,T
0,30,T,F,F,mid,T
1,23,F,F,T,mid,T
1,20,F,F,T,low,T
1,32,T,F,T,low,T
1,44,F,F,T,low,T
0,33,F,F,F,mid,T
1,36,T,F,F,mid,T
0,20,T,F,F,mid,T
0,33,T,F,F,mid,F
0,34,T,F,F,mid,F
0,31,T,F,F,low,T
0,32,T,F,F,low,T
0,20,F,F,F,mid,T
0,65,T,F,F,high,F
0,45,T,T,F,mid,F
0,25,T,F,F,mid,T
0,28,T,F,F,mid,T
1,23,T,F,F,mid,T
0,33,T,F,F,high,T
0,56,T,T,T,high,T
0,64,F,F,T,mid,F
0,20,F,F,F,mid,T
0,47,F,T,F,high,T
0,24,T,T,F,low,T
0,23,T,F,F,mid,T
1,24,T,F,F,high,T
1,40,T,F,T,low,T
0,32,T,F,F,mid,T
0,41,T,F,F,high,F
0,38,T,F,F,low,T
1,49,F,F,T,high,T
0,47,T,F,F,mid,T
1,19,F,F,T,high,T
1,43,T,F,F,mid,T
0,19,T,T,F,mid,T
1,39,T,F,T,low,F
0,29,T,F,F,high,T
0,24,T,F,F,mid,T
0,49,T,F,F,mid,T
0,47,F,T,F,high,F
0,40,F,F,F,low,T
0,20,F,T,F,low,T
0,34,T,F,F,low,T
1,57,T,F,F,low,F
0,41,T,F,F,low,T
1,49,F,F,T,low,T
0,59,T,T,F,mid,F
1,55,T,F,T,high,T
0,21,F,F,F,low,T
1,53,F,F,F,mid,T
1,35,T,F,T,high,F
1,35,F,F,F,mid,T
0,42,T,F,F,high,T
0,73,F,F,F,mid,F
0,32,F,F,F,mid,T
0,47,T,T,T,high,F
0,36,F,F,F,mid,T
0,38,T,T,F,high,T
1,36,F,F,T,low,F
0,53,T,F,F,mid,T
0,39,F,T,T,high,T
0,30,F,T,F,mid,T
0,28,F,F,F,low,T
0,46,T,T,T,high,T
0,67,T,F,T,low,F
1,27,T,F,T,low,T
1,37,T,F,T,mid,T
0,53,T,T,F,mid,F
1,32,T,F,T,high,T
0,57,T,F,F,mid,T
0,27,T,F,F,mid,T
1,20,T,F,T,low,T
0,23,F,F,F,mid,T
0,22,T,F,F,low,T
0,31,F,T,F,high,T
0,32,F,F,F,low,T
0,46,T,F,F,high,T
0,60,F,F,F,low,T
0,18,T,F,F,mid,T
0,38,T,F,F,low,T
1,33,T,F,T,mid,T
0,24,T,F,F,mid,T
1,43,F,F,T,low,T
1,24,F,F,T,low,T
1,26,F,F,F,mid,T
